date,headline
28/07/2020,Three Edo political appointees resign 
28/07/2020,Oshiomhole’s attack on Obaseki shows ex-gov is deceitful – PDP 
28/07/2020,Dogara should’ve discussed contract fraud with Bauchi gov –PDP 
28/07/2020,"My deputy of no importance, I’II win his LG – Akeredolu "
28/07/2020,Dogara’s 2023 ambition responsible for his exit – PDP BoT chair 
28/07/2020,I sold bad product to Edo people in 2016 – Oshiomhole 
28/07/2020,Banks’ non-performing loans now N1.2tn – CBN 
28/07/2020,"Buhari names railway stations after Awolowo, Tinubu, others "
28/07/2020,$1.2bn Azura activation agreement signed by Buhari govt – Document 
28/07/2020,Power consumers groan as metering scheme suffers setback 
28/07/2020,"E-bills payment rises by 86%, reaches N444.16bn "
28/07/2020,"Naira Marley: FG unbans airline, international flights resumption under review "
28/07/2020,Kano unveils COVID-19 emergency operation centre 
28/07/2020,COVID-19 patients at risk of cardiac arrest – Expert 
28/07/2020,Managing fatty liver disease through lifestyle modifications 
28/07/2020,"We’ll limit players from Brazil, says Chinese FA "
28/07/2020,"We’re getting more offers for Osimhen, says Lille president "
28/07/2020,Onazi: I quit Denzilispor over owed salaries 
28/07/2020,Huawei Launches Africa Cloud & AI Innovation Centre 
28/07/2020,Subscribe To Epunch 
28/07/2020,Download the new PUNCH app 
